标题,链接,发布人,发布日期,附件名称,附件链接,附件下载量
关于举办第十四届全国大学生电子商务“三创赛”福州大学校赛的通知,https://jwch.fzu.edu.cn/../info/1039/13134.htm,【实践科】,2023-11-17,附件3.校级赛计划书模板.docx,https://jwch.fzu.edu.cn//system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13168777,1084
关于举办第十四届全国大学生电子商务“三创赛”福州大学校赛的通知,https://jwch.fzu.edu.cn/../info/1039/13134.htm,【实践科】,2023-11-17,附件4.校级赛比赛报名表.xlsx,https://jwch.fzu.edu.cn//system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13168778,893
关于2023-2024学年第一学期再次开放本科生学生证和火车票优惠卡补办及火车票优惠卡更改区间的通知,https://jwch.fzu.edu.cn/../info/1035/13132.htm,【综合科】,2023-11-14,,,
关于转发福建省高等教育研究院《“福建省高等教育改革与研究项目”申报通知》的通知,https://jwch.fzu.edu.cn/../info/1037/13122.htm,【教研教改】,2023-11-13,,,
关于组织申报2023-2024学年第二学期通识教育选修课的通知,https://jwch.fzu.edu.cn/../info/1038/13121.htm,【计划科】,2023-11-13,,,
关于2023-2024学年第一学期《工程制图E》、《画法几何》课程期末考试安排的通知,https://jwch.fzu.edu.cn/../info/1036/13109.htm,【教学运行】,2023-11-08,2301画法几何、工程制图E期末考12.10下午.xlsx,https://jwch.fzu.edu.cn//system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13163784,995
关于2023-2024学年第一学期《高等数学A（上）》、《高等数学B（上）》、《高等数学C（上）》、《高等数学D》课程半期考试安排的通知,https://jwch.fzu.edu.cn/../info/1036/13108.htm,【教学运行】,2023-11-08,2301高数C(上）、D半期考12.10上午.xlsx,https://jwch.fzu.edu.cn//system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13163772,885
关于2023-2024学年第一学期《高等数学A（上）》、《高等数学B（上）》、《高等数学C（上）》、《高等数学D》课程半期考试安排的通知,https://jwch.fzu.edu.cn/../info/1036/13108.htm,【教学运行】,2023-11-08,2301高数A(上）、B（上）半期考12.10上午.xlsx,https://jwch.fzu.edu.cn//system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13163771,1010
关于2023-2024学年第一学期《线性代数》、《线性代数与解析几何》课程半期考试安排的通知,https://jwch.fzu.edu.cn/../info/1036/13107.htm,【教学运行】,2023-11-08,2301线性代数、线性代数与解析几何半期考12.9下午.xlsx,https://jwch.fzu.edu.cn//system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13163769,960
关于2023-2024学年第一学期《高等数学A（下）》课程期末考试安排的通知,https://jwch.fzu.edu.cn/../info/1036/13105.htm,【教学运行】,2023-11-08,2301高数A（下）期末考12.3下午.xlsx,https://jwch.fzu.edu.cn//system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13163693,856
关于公布2023学年各学院转专业实施细则的通知,https://jwch.fzu.edu.cn/../info/1036/13102.htm,【教学运行】,2023-11-07,2023转专业细则.pdf,https://jwch.fzu.edu.cn//system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13163597,10577
关于2023-2024学年第一学期《习近平新时代中国特色社会主义思想概论》课程期末考试安排的通知,https://jwch.fzu.edu.cn/../info/1036/13101.htm,【教学运行】,2023-11-07,2301习概论随堂考.xlsx,https://jwch.fzu.edu.cn//system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13163586,1137
关于2023-2024学年第一学期在校学生申请辅修专业的通知,https://jwch.fzu.edu.cn/../info/1038/13094.htm,【计划科】,2023-11-06,,,
关于期中党政领导集中听课的通知,https://jwch.fzu.edu.cn/../info/1040/13079.htm,【质量办】,2023-10-30,附件1：福州大学课堂教学质量评估表.doc,https://jwch.fzu.edu.cn//system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13157962,774
关于期中党政领导集中听课的通知,https://jwch.fzu.edu.cn/../info/1040/13079.htm,【质量办】,2023-10-30,附件2：第10周课表.xlsx,https://jwch.fzu.edu.cn//system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13157963,874
关于福州大学智慧教室二期使用培训的通知,https://jwch.fzu.edu.cn/../content.jsp?urltype=news.NewsContentUrl&wbtreeid=1035&wbnewsid=13062,【综合科】,2023-10-24,,,
关于召开教材建设研讨会暨福州大学第四十八场“教学有道”研讨会的通知,https://jwch.fzu.edu.cn/../info/1042/13052.htm,【教材中心】,2023-10-23,,,
关于举办第十五届蓝桥杯全国软件和信息技术专业人才大赛福州大学选拔赛的通知,https://jwch.fzu.edu.cn/../info/1039/13051.htm,【实践科】,2023-10-20,,,
关于做好2023学年本科生转专业工作的通知,https://jwch.fzu.edu.cn/../info/1036/13043.htm,【教学运行】,2023-10-19,,,
关于举办福州大学第四十七场“教学有道”研讨活动暨2023年教师教学创新大赛培训会的通知,https://jwch.fzu.edu.cn/../info/1040/13041.htm,【质量办】,2023-10-19,,,
关于2023-2024学年第一学期《高等数学A（下）》课程半期考试安排的通知,https://jwch.fzu.edu.cn/../info/1036/13039.htm,【教学运行】,2023-10-17,2301高数A（下）半期考10.22晚.xlsx,https://jwch.fzu.edu.cn//system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13145543,1102
关于2023-2024学年第一学期《大学物理A（下）》、《大学物理B（下）》课程半期考试安排的通知,https://jwch.fzu.edu.cn/../info/1036/13038.htm,【教学运行】,2023-10-16,10.29晚大物B（下）半期考.xlsx,https://jwch.fzu.edu.cn//system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13145374,930
关于2023-2024学年第一学期《大学物理A（下）》、《大学物理B（下）》课程半期考试安排的通知,https://jwch.fzu.edu.cn/../info/1036/13038.htm,【教学运行】,2023-10-16,10.28晚大物A（下）半期考.xlsx,https://jwch.fzu.edu.cn//system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13145373,900
关于2023年高校教学基本状态数据库教学相关数据报送的通知,https://jwch.fzu.edu.cn/../info/1039/13035.htm,【实践科】,2023-10-16,2023年本科教学相关数据报送表格.zip,https://jwch.fzu.edu.cn//system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13145324,1000
关于做好2024届预计毕业生电子注册图像采集工作的通知,https://jwch.fzu.edu.cn/../info/1036/13034.htm,【教学运行】,2023-10-16,附件1：各学院分班拍照顺序.pdf,https://jwch.fzu.edu.cn//system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13145312,1599
关于做好2024届预计毕业生电子注册图像采集工作的通知,https://jwch.fzu.edu.cn/../info/1036/13034.htm,【教学运行】,2023-10-16,附件2：获得图像采集码途径.pdf,https://jwch.fzu.edu.cn//system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13145313,1519
关于组织2023级新生开展学籍信息自查工作的通知,https://jwch.fzu.edu.cn/../info/1036/13029.htm,【教学运行】,2023-10-09,,,
关于开展福州大学2023年教师教学创新大赛的通知,https://jwch.fzu.edu.cn/../info/1040/13028.htm,【质量办】,2023-10-08,附件1-4.rar,https://jwch.fzu.edu.cn//system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13142915,911
关于2023-2024学年第一学期《概率与数理统计》课程半期考试安排的通知,https://jwch.fzu.edu.cn/../info/1036/13027.htm,【教学运行】,2023-10-08,10.21晚概率半期考.xlsx,https://jwch.fzu.edu.cn//system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13142824,1067
关于2023年中秋节、国庆节放假课程调整的通知,https://jwch.fzu.edu.cn/../info/1036/13017.htm,【教学运行】,2023-09-25,,,
2023-2024-01学期2023级体育理论教室安排表,https://jwch.fzu.edu.cn/../info/1036/13014.htm,【教学运行】,2023-09-20,,,
关于做好2023-2024学年第二学期排课准备工作的通知,https://jwch.fzu.edu.cn/../info/1036/13013.htm,【教学运行】,2023-09-20,,,
关于公布第十二届大学生软件设计与服务外包创新创业竞赛获奖名单的通知,https://jwch.fzu.edu.cn/../info/1039/13011.htm,【实践科】,2023-09-19,,,
关于2023-2024学年第一学期爱课程平台参加通识教育选修课学习的重要提示,https://jwch.fzu.edu.cn/../info/1038/13001.htm,【计划科】,2023-09-18,,,
关于通识选修课《爱课程：美化嗓音 轻松讲课》开课的友情提示 ,https://jwch.fzu.edu.cn/../info/1038/13000.htm,【计划科】,2023-09-18,,,
关于公布省级以上大学生创新创业训练计划项目结题成绩的通知,https://jwch.fzu.edu.cn/../info/1039/12999.htm,【实践科】,2023-09-15,福州大学2022年省级及以上大学生创新创业训练计划项目结题成绩汇总表.xls,https://jwch.fzu.edu.cn//system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13134050,2658
关于公布省级以上大学生创新创业训练计划项目结题成绩的通知,https://jwch.fzu.edu.cn/../info/1039/12999.htm,【实践科】,2023-09-15,福州大学2021年国家级、省级大学生创新创业训练计划项目结题成绩汇总表.xls,https://jwch.fzu.edu.cn//system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13134051,1553
关于公布第二十七、二十八期本科生科研训练计划项目结题成绩的通知,https://jwch.fzu.edu.cn/../info/1039/12998.htm,【实践科】,2023-09-15,福州大学第二十七期本科生科研训练计划项目结题成绩汇总表.xls,https://jwch.fzu.edu.cn//system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13134048,2367
关于公布第二十七、二十八期本科生科研训练计划项目结题成绩的通知,https://jwch.fzu.edu.cn/../info/1039/12998.htm,【实践科】,2023-09-15,福州大学第二十八期本科生科研训练计划项目结题成绩汇总表.xls,https://jwch.fzu.edu.cn//system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13134049,4222
关于举办福州大学第四十六场“教学有道”研讨活动的通知,https://jwch.fzu.edu.cn/../info/1040/12997.htm,【质量办】,2023-09-14,,,
福州大学关于公布2023级 “嘉锡化学拔尖班”学生名单的通知,https://jwch.fzu.edu.cn/../info/1037/12996.htm,【教研教改】,2023-09-14,,,
福州大学关于公布2023级“数理综合班”学生名单的通知,https://jwch.fzu.edu.cn/../info/1037/12995.htm,【教研教改】,2023-09-14,,,
福州大学关于公布2023级“数理金融实验班”学生名单的通知,https://jwch.fzu.edu.cn/../info/1037/12994.htm,【教研教改】,2023-09-14,,,
关于2023-2024学年第一学期重新学习选课、缴费的通知,https://jwch.fzu.edu.cn/../info/1036/12983.htm,【教学运行】,2023-09-11,,,
关于做好2023年参军退役学生转专业的通知,https://jwch.fzu.edu.cn/../info/1036/12981.htm,【教学运行】,2023-09-08,福州大学本科生转专业管理实施办法（暂行）.docx,https://jwch.fzu.edu.cn//system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13053671,1180
关于做好2023年参军退役学生转专业的通知,https://jwch.fzu.edu.cn/../info/1036/12981.htm,【教学运行】,2023-09-08,福州大学参军退伍复学后学生转专业审批表.doc,https://jwch.fzu.edu.cn//system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13053672,906
关于9月7日开展线上教学的紧急通知,https://jwch.fzu.edu.cn/../info/1036/12977.htm,【教学运行】,2023-09-06,,,
关于受第11号台风“海葵”影响课程调整的通知,https://jwch.fzu.edu.cn/../info/1036/12973.htm,【教学运行】,2023-09-06,,,
关于公布2023-2024学年第一学期通选课取消开课名单的通知,https://jwch.fzu.edu.cn/../info/1038/12962.htm,【计划科】,2023-09-05,,,
关于召开2023-2024学年秋季学期期初本科教育教学工作会议的通知,https://jwch.fzu.edu.cn/../info/1035/12955.htm,【综合科】,2023-09-01,,,
关于公布参加2023级“数理综合班”选拔面试学生名单的通知,https://jwch.fzu.edu.cn/../info/1037/12953.htm,【教研教改】,2023-08-30,,,
关于公布参加2023级“嘉锡化学拔尖班”选拔面试学生名单的通知,https://jwch.fzu.edu.cn/../info/1037/12952.htm,【教研教改】,2023-08-30,,,
关于2023级学生选修《大学信息技术基础》的通知,https://jwch.fzu.edu.cn/../info/1038/12951.htm,【计划科】,2023-08-30,,,
关于公布参加2023级“数理金融实验班”选拔面试学生名单的通知,https://jwch.fzu.edu.cn/../info/1037/12942.htm,【教研教改】,2023-08-29,,,
关于做好2022-2023学年度本科毕业论文（设计）抽检工作的通知,https://jwch.fzu.edu.cn/../info/1039/12939.htm,【实践科】,2023-08-29,附件1：专家信息汇总表.xlsx,https://jwch.fzu.edu.cn//system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13050845,2531
关于2023-2024学年第一学期本科生学生证和火车票优惠卡补办及火车票优惠卡更改区间的通知,https://jwch.fzu.edu.cn/../info/1035/12937.htm,【综合科】,2023-08-27,,,
关于2023-2024第一学期辅修专业补退选、缴费的通知,https://jwch.fzu.edu.cn/../info/1036/12936.htm,【教学运行】,2023-08-27,,,
关于开学第一周集中听课的通知,https://jwch.fzu.edu.cn/../info/1040/12935.htm,【质量办】,2023-08-27,附件1：福州大学课堂教学质量评估表.doc,https://jwch.fzu.edu.cn//system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13049655,1084
关于开学第一周集中听课的通知,https://jwch.fzu.edu.cn/../info/1040/12935.htm,【质量办】,2023-08-27,附件2：2023-2024学年第一学期第一周课表.xlsx,https://jwch.fzu.edu.cn//system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13049656,1176
关于开学第一周集中听课的通知,https://jwch.fzu.edu.cn/../info/1040/12935.htm,【质量办】,2023-08-27,附件3：福州大学党政领导听课管理实施办法（福大教〔2022〕27号）.doc,https://jwch.fzu.edu.cn//system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13049657,888
关于2023级福州大学本科生学生证信息采集的通知,https://jwch.fzu.edu.cn/../info/1035/12934.htm,【综合科】,2023-08-27,,,
关于2023-2024第一学期学期选课补退选的通知,https://jwch.fzu.edu.cn/../info/1036/12933.htm,【教学运行】,2023-08-26,,,
关于2023-2024学年第一学期港澳台侨学生思政课和军事课程退选替代的通知,https://jwch.fzu.edu.cn/../info/1038/12932.htm,【计划科】,2023-08-26,港澳台侨学生思政课和军事课程退选申请表.docx,https://jwch.fzu.edu.cn//system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13049258,1480
关于2023-2024学年第一学期港澳台侨学生思政课和军事课程退选替代的通知,https://jwch.fzu.edu.cn/../info/1038/12932.htm,【计划科】,2023-08-26,2023-2024学年第一学期国情课列表.docx,https://jwch.fzu.edu.cn//system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13049257,1615
关于2023-2024学年第一学期通识教育选修课选课的通知,https://jwch.fzu.edu.cn/../info/1038/12931.htm,【计划科】,2023-08-26,超星尔雅使用手册（学生版）.pdf,https://jwch.fzu.edu.cn//system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13049254,3335
关于2023-2024学年第一学期通识教育选修课选课的通知,https://jwch.fzu.edu.cn/../info/1038/12931.htm,【计划科】,2023-08-26,智慧树学生端操作手册.pdf,https://jwch.fzu.edu.cn//system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13049255,1617
关于2023-2024学年第一学期通识教育选修课选课的通知,https://jwch.fzu.edu.cn/../info/1038/12931.htm,【计划科】,2023-08-26,慕课堂学生操作手册.pdf,https://jwch.fzu.edu.cn//system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13049256,3925
福州大学关于开展2023级“嘉锡化学拔尖班”招生工作的通知,https://jwch.fzu.edu.cn/../info/1037/12929.htm,【教研教改】,2023-08-26,附件1：福州大学2023级“嘉锡化学拔尖班”招生简章.doc,https://jwch.fzu.edu.cn//system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13049235,2322
福州大学关于开展2023级“嘉锡化学拔尖班”招生工作的通知,https://jwch.fzu.edu.cn/../info/1037/12929.htm,【教研教改】,2023-08-26,附件2：福州大学2023级“嘉锡化学拔尖班”选拔方案.doc,https://jwch.fzu.edu.cn//system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13049236,1886
福州大学关于开展2023级“数理综合班”招生工作的通知,https://jwch.fzu.edu.cn/../info/1037/12927.htm,【教研教改】,2023-08-26,附件2：承诺书.doc,https://jwch.fzu.edu.cn//system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13049232,1195
福州大学关于开展2023级“数理综合班”招生工作的通知,https://jwch.fzu.edu.cn/../info/1037/12927.htm,【教研教改】,2023-08-26,附件1：福州大学2023级“数理综合班”招生简章.doc,https://jwch.fzu.edu.cn//system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13049231,2655
福州大学关于开展2023级“数理金融实验班”招生工作的通知,https://jwch.fzu.edu.cn/../info/1037/12926.htm,【教研教改】,2023-08-26,附件3：2023级数理金融实验班申请表.doc,https://jwch.fzu.edu.cn//system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13049229,1075
福州大学关于开展2023级“数理金融实验班”招生工作的通知,https://jwch.fzu.edu.cn/../info/1037/12926.htm,【教研教改】,2023-08-26,附件4：承诺书.doc,https://jwch.fzu.edu.cn//system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13049230,1053
福州大学关于开展2023级“数理金融实验班”招生工作的通知,https://jwch.fzu.edu.cn/../info/1037/12926.htm,【教研教改】,2023-08-26,附件1：福州大学2023级“数理金融实验班”招生简章.doc,https://jwch.fzu.edu.cn//system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13049228,2074
福州大学关于开展2023级“数理金融实验班”招生工作的通知,https://jwch.fzu.edu.cn/../info/1037/12926.htm,【教研教改】,2023-08-26,附件2：福州大学2023级“数理金融实验班”选拔方案.doc,https://jwch.fzu.edu.cn//system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13049227,1824
福州大学关于公布2023年本科生开放探索性实验项目（课程）评选结果的通知,https://jwch.fzu.edu.cn/../info/1039/12923.htm,【实践科】,2023-08-23,,,
关于开展智慧教室使用培训工作的通知,https://jwch.fzu.edu.cn/../info/1035/12913.htm,【综合科】,2023-08-21,,,
关于转发《关于举办第十三届海峡两岸信息服务创新大赛暨福建省第十七届计算机软件设计大赛的通知》的通知,https://jwch.fzu.edu.cn/../info/1039/12912.htm,【实践科】,2023-08-21,闽工信联软件〔2023〕31号关于举办第十三届海峡两岸信息服务创新大赛暨福建省第十七届计算机软件设计大赛的通知.pdf,https://jwch.fzu.edu.cn//system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13048683,1068
关于开展大学生校外实践教学基地检查评估的通知,https://jwch.fzu.edu.cn/../info/1039/12903.htm,【实践科】,2023-08-14,附件1：福州大学校外实习教学基地一览表（2022年9月）.xlsx,https://jwch.fzu.edu.cn//system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13045827,7269
关于开展大学生校外实践教学基地检查评估的通知,https://jwch.fzu.edu.cn/../info/1039/12903.htm,【实践科】,2023-08-14,附件2：福州大学大学生校外实践教学基地检查评估表.xlsx,https://jwch.fzu.edu.cn//system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13045826,1237
关于开展大学生校外实践教学基地检查评估的通知,https://jwch.fzu.edu.cn/../info/1039/12903.htm,【实践科】,2023-08-14,附件3：福州大学大学生校外实践教学基地检查评估汇总表.xlsx,https://jwch.fzu.edu.cn//system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13045825,1162
关于举办福州大学第四十五场“教学有道”研讨活动的通知,https://jwch.fzu.edu.cn/../content.jsp?urltype=news.NewsContentUrl&wbtreeid=1040&wbnewsid=12893,【质量办】,2023-08-04,,,
关于本科教学管理系统及其相关业务系统暂停使用的通知,https://jwch.fzu.edu.cn/../info/1035/12892.htm,【综合科】,2023-08-02,,,
教务处关于2023年暑假用印安排的通知,https://jwch.fzu.edu.cn/../content.jsp?urltype=news.NewsContentUrl&wbtreeid=1035&wbnewsid=12884,【综合科】,2023-07-08,,,
关于公布福州大学2023届本科生优秀毕业设计（论文）名单的通知,https://jwch.fzu.edu.cn/../info/1039/12881.htm,【实践科】,2023-07-05,附件：福州大学2023届优秀本科生毕业设计（论文）名单.doc,https://jwch.fzu.edu.cn//system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13037663,3620
关于召开2022-2023学年春季学期期末本科教育教学工作会议的通知,https://jwch.fzu.edu.cn/../info/1035/12874.htm,【综合科】,2023-07-03,,,
关于做好期末复习考试及下学期开学等工作的通知,https://jwch.fzu.edu.cn/../info/1036/12870.htm,【教学运行】,2023-06-30,,,
关于举办福州大学第四十四场“教学有道”研讨活动的通知,https://jwch.fzu.edu.cn/../info/1040/12868.htm,【质量办】,2023-06-30,,,
关于参加“2023高教社杯全国大学生数学建模竞赛”报名与集训的通知,https://jwch.fzu.edu.cn/../info/1039/12867.htm,【实践科】,2023-06-29,附件：2023高教社杯全国大学生数学建模竞赛福州大学队伍的报名操作流程.pdf,https://jwch.fzu.edu.cn//system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13031762,6890
关于开展2023年度教师本科教学综合测评工作的通知,https://jwch.fzu.edu.cn/../info/1040/12864.htm,【质量办】,2023-06-28,关于开展2023年度教师本科教学综合测评工作的通知.doc,https://jwch.fzu.edu.cn//system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13003807,1614
关于核对2023-2024学年第一学期通识教育选修课开课信息的有关通知,https://jwch.fzu.edu.cn/../info/1038/12863.htm,【计划科】,2023-06-27,,,
关于公布2023年国家级、省级大学生创新创业训练计划推荐立项项目的通知,https://jwch.fzu.edu.cn/../info/1039/12862.htm,【实践科】,2023-06-26,2023年国家级、省级大学生创新创业训练计划推荐项目汇总表.doc,https://jwch.fzu.edu.cn//system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13002268,5171
关于公布2023年国家级、省级大学生创新创业训练计划推荐立项项目的通知,https://jwch.fzu.edu.cn/../info/1039/12862.htm,【实践科】,2023-06-26,福州大学第29期本科生科研训练计划立项项目汇总表.doc,https://jwch.fzu.edu.cn//system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13002269,5362
关于2022-2023学年第二学期大学英语拓展课程期末考试安排的通知,https://jwch.fzu.edu.cn/../info/1036/12850.htm,【教学运行】,2023-06-21,202202英语拓展课考试7.3上、下午.xls,https://jwch.fzu.edu.cn//system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=12999540,976
关于2022-2023学年第二学期《大学物理A（上）、B（上）、C》课程期末考试安排的通知,https://jwch.fzu.edu.cn/../info/1036/12848.htm,【教学运行】,2023-06-21,2202大学物理B 期末考7.6下午.xlsx,https://jwch.fzu.edu.cn//system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=12999539,1129
关于2022-2023学年第二学期《大学物理A（上）、B（上）、C》课程期末考试安排的通知,https://jwch.fzu.edu.cn/../info/1036/12848.htm,【教学运行】,2023-06-21,2202大学物理A、C 期末考7.6上午.xlsx,https://jwch.fzu.edu.cn//system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=12999538,1069
关于举办2023年福州大学大学生工程实践与创新能力大赛暨2023年福建省大学生工程实践与创新能力大赛福州大学分区赛的通知,https://jwch.fzu.edu.cn/../info/1039/12847.htm,【实践科】,2023-06-20,附件3：2023年福州大学大学生工程实践与创新能力大赛命题与运行.pdf,https://jwch.fzu.edu.cn//system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=12999431,3299
关于公布第十四届企业经营模拟沙盘对抗赛获奖名单的通知,https://jwch.fzu.edu.cn/../info/1039/12846.htm,【实践科】,2023-06-20,,,
关于公布2023年大学生电子设计竞赛暨全国大学生电子设计竞赛选拔赛获奖名单的通知,https://jwch.fzu.edu.cn/../info/1039/12845.htm,【实践科】,2023-06-20,,,
关于公布第二十届程序设计竞赛获奖名单的通知,https://jwch.fzu.edu.cn/../info/1039/12844.htm,【实践科】,2023-06-20,,,
关于公布2023年第二十三届数学竞赛获奖名单的通知,https://jwch.fzu.edu.cn/../info/1039/12843.htm,【实践科】,2023-06-20,,,
关于2023年端午节放假课程调整的通知,https://jwch.fzu.edu.cn/../info/1036/12842.htm,【教学运行】,2023-06-19,,,
